id,title,difficulty,category,concept,domain,role,context,problem_statement,tags
FRA-00670,Parallel execution assessment for Banking data platform migration,Easy,FRAMEWORK_ARCHITECTURE,Parallel execution,Banking,Automation Architect,data platform migration,"Design, code or whiteboard a easy solution involving Parallel execution for Banking data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,banking,automation-architect"
FRA-00671,Parallel execution assessment for Supply Chain enterprise modernization,Medium,FRAMEWORK_ARCHITECTURE,Parallel execution,Supply Chain,SDET,enterprise modernization,"Design, code or whiteboard a medium solution involving Parallel execution for Supply Chain enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,supply-chain,sdet"
FRA-00672,Reporting assessment for Insurance observability and production readiness,Expert,FRAMEWORK_ARCHITECTURE,Reporting,Insurance,Data QA Engineer,observability and production readiness,"Design, code or whiteboard a expert solution involving Reporting for Insurance observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,insurance,data-qa-engineer"
FRA-00673,Parallel execution assessment for Life Sciences cloud migration,Easy,FRAMEWORK_ARCHITECTURE,Parallel execution,Life Sciences,SDET,cloud migration,"Design, code or whiteboard a easy solution involving Parallel execution for Life Sciences cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,life-sciences,sdet"
FRA-00674,Cucumber assessment for SaaS regulatory reporting modernization,Medium,FRAMEWORK_ARCHITECTURE,Cucumber,SaaS,Lead Quality Engineer,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Cucumber for SaaS regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,saas,lead-quality-engineer"
FRA-00675,Parallel execution assessment for Retail CI/CD quality gate adoption,Hard,FRAMEWORK_ARCHITECTURE,Parallel execution,Retail,Automation Architect,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving Parallel execution for Retail CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,retail,automation-architect"
FRA-00676,Cucumber assessment for Data Engineering test automation modernization,Expert,FRAMEWORK_ARCHITECTURE,Cucumber,Data Engineering,QE Architect,test automation modernization,"Design, code or whiteboard a expert solution involving Cucumber for Data Engineering test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,data-engineering,qe-architect"
FRA-00677,Reporting assessment for Cloud Modernization test automation modernization,Easy,FRAMEWORK_ARCHITECTURE,Reporting,Cloud Modernization,SDET,test automation modernization,"Design, code or whiteboard a easy solution involving Reporting for Cloud Modernization test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,cloud-modernization,sdet"
FRA-00678,TestNG assessment for Life Sciences test automation modernization,Medium,FRAMEWORK_ARCHITECTURE,TestNG,Life Sciences,Data QA Engineer,test automation modernization,"Design, code or whiteboard a medium solution involving TestNG for Life Sciences test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,life-sciences,data-qa-engineer"
FRA-00679,TestNG assessment for Cloud Modernization enterprise modernization,Hard,FRAMEWORK_ARCHITECTURE,TestNG,Cloud Modernization,SDET,enterprise modernization,"Design, code or whiteboard a hard solution involving TestNG for Cloud Modernization enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,cloud-modernization,sdet"
FRA-00680,Cucumber assessment for Life Sciences API-first transformation,Hard,FRAMEWORK_ARCHITECTURE,Cucumber,Life Sciences,QE Architect,API-first transformation,"Design, code or whiteboard a hard solution involving Cucumber for Life Sciences API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,life-sciences,qe-architect"
FRA-00681,Reporting assessment for Banking regulatory reporting modernization,Expert,FRAMEWORK_ARCHITECTURE,Reporting,Banking,SDET,regulatory reporting modernization,"Design, code or whiteboard a expert solution involving Reporting for Banking regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,banking,sdet"
FRA-00682,Parallel execution assessment for Data Engineering enterprise modernization,Easy,FRAMEWORK_ARCHITECTURE,Parallel execution,Data Engineering,Automation Architect,enterprise modernization,"Design, code or whiteboard a easy solution involving Parallel execution for Data Engineering enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,data-engineering,automation-architect"
FRA-00683,BDD assessment for Life Sciences enterprise modernization,Hard,FRAMEWORK_ARCHITECTURE,BDD,Life Sciences,Lead Quality Engineer,enterprise modernization,"Design, code or whiteboard a hard solution involving BDD for Life Sciences enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,bdd,life-sciences,lead-quality-engineer"
FRA-00684,BDD assessment for Insurance CI/CD quality gate adoption,Hard,FRAMEWORK_ARCHITECTURE,BDD,Insurance,SDET,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving BDD for Insurance CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,bdd,insurance,sdet"
FRA-00685,Cucumber assessment for Supply Chain observability and production readiness,Hard,FRAMEWORK_ARCHITECTURE,Cucumber,Supply Chain,QA Practice Lead,observability and production readiness,"Design, code or whiteboard a hard solution involving Cucumber for Supply Chain observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,supply-chain,qa-practice-lead"
FRA-00686,BDD assessment for SaaS data platform migration,Easy,FRAMEWORK_ARCHITECTURE,BDD,SaaS,Data QA Engineer,data platform migration,"Design, code or whiteboard a easy solution involving BDD for SaaS data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,bdd,saas,data-qa-engineer"
FRA-00687,BDD assessment for Insurance cloud migration,Expert,FRAMEWORK_ARCHITECTURE,BDD,Insurance,Test Manager,cloud migration,"Design, code or whiteboard a expert solution involving BDD for Insurance cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,bdd,insurance,test-manager"
FRA-00688,Reporting assessment for SaaS test automation modernization,Medium,FRAMEWORK_ARCHITECTURE,Reporting,SaaS,Automation Architect,test automation modernization,"Design, code or whiteboard a medium solution involving Reporting for SaaS test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,saas,automation-architect"
FRA-00689,Cucumber assessment for Cloud Modernization regulatory reporting modernization,Hard,FRAMEWORK_ARCHITECTURE,Cucumber,Cloud Modernization,QE Architect,regulatory reporting modernization,"Design, code or whiteboard a hard solution involving Cucumber for Cloud Modernization regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,cloud-modernization,qe-architect"
FRA-00690,Cucumber assessment for Retail cloud migration,Expert,FRAMEWORK_ARCHITECTURE,Cucumber,Retail,Automation Architect,cloud migration,"Design, code or whiteboard a expert solution involving Cucumber for Retail cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,retail,automation-architect"
FRA-00691,Cucumber assessment for Supply Chain test automation modernization,Medium,FRAMEWORK_ARCHITECTURE,Cucumber,Supply Chain,Data QA Engineer,test automation modernization,"Design, code or whiteboard a medium solution involving Cucumber for Supply Chain test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,supply-chain,data-qa-engineer"
FRA-00692,Reporting assessment for SaaS API-first transformation,Medium,FRAMEWORK_ARCHITECTURE,Reporting,SaaS,QE Architect,API-first transformation,"Design, code or whiteboard a medium solution involving Reporting for SaaS API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,saas,qe-architect"
FRA-00693,TestNG assessment for Data Engineering cloud migration,Expert,FRAMEWORK_ARCHITECTURE,TestNG,Data Engineering,Test Manager,cloud migration,"Design, code or whiteboard a expert solution involving TestNG for Data Engineering cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,data-engineering,test-manager"
FRA-00694,JUnit assessment for Supply Chain data platform migration,Hard,FRAMEWORK_ARCHITECTURE,JUnit,Supply Chain,QE Architect,data platform migration,"Design, code or whiteboard a hard solution involving JUnit for Supply Chain data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,junit,supply-chain,qe-architect"
FRA-00695,Cucumber assessment for Insurance enterprise modernization,Easy,FRAMEWORK_ARCHITECTURE,Cucumber,Insurance,SDET,enterprise modernization,"Design, code or whiteboard a easy solution involving Cucumber for Insurance enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,insurance,sdet"
FRA-00696,Cucumber assessment for Insurance regulatory reporting modernization,Medium,FRAMEWORK_ARCHITECTURE,Cucumber,Insurance,Test Manager,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Cucumber for Insurance regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,insurance,test-manager"
FRA-00697,Parallel execution assessment for SaaS test automation modernization,Medium,FRAMEWORK_ARCHITECTURE,Parallel execution,SaaS,Automation Architect,test automation modernization,"Design, code or whiteboard a medium solution involving Parallel execution for SaaS test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,saas,automation-architect"
FRA-00698,TestNG assessment for Supply Chain regulatory reporting modernization,Medium,FRAMEWORK_ARCHITECTURE,TestNG,Supply Chain,Data QA Engineer,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving TestNG for Supply Chain regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,supply-chain,data-qa-engineer"
FRA-00699,JUnit assessment for Retail API-first transformation,Expert,FRAMEWORK_ARCHITECTURE,JUnit,Retail,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a expert solution involving JUnit for Retail API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,junit,retail,lead-quality-engineer"
FRA-00700,JUnit assessment for SaaS API-first transformation,Easy,FRAMEWORK_ARCHITECTURE,JUnit,SaaS,Automation Architect,API-first transformation,"Design, code or whiteboard a easy solution involving JUnit for SaaS API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,junit,saas,automation-architect"
FRA-00701,Parallel execution assessment for Insurance enterprise modernization,Medium,FRAMEWORK_ARCHITECTURE,Parallel execution,Insurance,QA Practice Lead,enterprise modernization,"Design, code or whiteboard a medium solution involving Parallel execution for Insurance enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,insurance,qa-practice-lead"
FRA-00702,Reporting assessment for Cloud Modernization data platform migration,Medium,FRAMEWORK_ARCHITECTURE,Reporting,Cloud Modernization,Lead Quality Engineer,data platform migration,"Design, code or whiteboard a medium solution involving Reporting for Cloud Modernization data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,cloud-modernization,lead-quality-engineer"
FRA-00703,TestNG assessment for SaaS enterprise modernization,Hard,FRAMEWORK_ARCHITECTURE,TestNG,SaaS,Lead Quality Engineer,enterprise modernization,"Design, code or whiteboard a hard solution involving TestNG for SaaS enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,saas,lead-quality-engineer"
FRA-00704,BDD assessment for Supply Chain cloud migration,Easy,FRAMEWORK_ARCHITECTURE,BDD,Supply Chain,Test Manager,cloud migration,"Design, code or whiteboard a easy solution involving BDD for Supply Chain cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,bdd,supply-chain,test-manager"
FRA-00705,TestNG assessment for Life Sciences test automation modernization,Hard,FRAMEWORK_ARCHITECTURE,TestNG,Life Sciences,QA Practice Lead,test automation modernization,"Design, code or whiteboard a hard solution involving TestNG for Life Sciences test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,life-sciences,qa-practice-lead"
FRA-00706,TestNG assessment for Banking API-first transformation,Expert,FRAMEWORK_ARCHITECTURE,TestNG,Banking,QE Architect,API-first transformation,"Design, code or whiteboard a expert solution involving TestNG for Banking API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,banking,qe-architect"
FRA-00707,BDD assessment for SaaS cloud migration,Medium,FRAMEWORK_ARCHITECTURE,BDD,SaaS,Automation Architect,cloud migration,"Design, code or whiteboard a medium solution involving BDD for SaaS cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,bdd,saas,automation-architect"
FRA-00708,TestNG assessment for Life Sciences CI/CD quality gate adoption,Easy,FRAMEWORK_ARCHITECTURE,TestNG,Life Sciences,QE Architect,CI/CD quality gate adoption,"Design, code or whiteboard a easy solution involving TestNG for Life Sciences CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,life-sciences,qe-architect"
FRA-00709,BDD assessment for Retail API-first transformation,Medium,FRAMEWORK_ARCHITECTURE,BDD,Retail,Data QA Engineer,API-first transformation,"Design, code or whiteboard a medium solution involving BDD for Retail API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,bdd,retail,data-qa-engineer"
FRA-00710,Reporting assessment for Banking CI/CD quality gate adoption,Hard,FRAMEWORK_ARCHITECTURE,Reporting,Banking,Automation Architect,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving Reporting for Banking CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,banking,automation-architect"
FRA-00711,Parallel execution assessment for Retail test automation modernization,Hard,FRAMEWORK_ARCHITECTURE,Parallel execution,Retail,Data QA Engineer,test automation modernization,"Design, code or whiteboard a hard solution involving Parallel execution for Retail test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,retail,data-qa-engineer"
FRA-00712,JUnit assessment for Life Sciences regulatory reporting modernization,Medium,FRAMEWORK_ARCHITECTURE,JUnit,Life Sciences,Lead Quality Engineer,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving JUnit for Life Sciences regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,junit,life-sciences,lead-quality-engineer"
FRA-00713,TestNG assessment for Data Engineering cloud migration,Hard,FRAMEWORK_ARCHITECTURE,TestNG,Data Engineering,SDET,cloud migration,"Design, code or whiteboard a hard solution involving TestNG for Data Engineering cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,data-engineering,sdet"
FRA-00714,Parallel execution assessment for Retail enterprise modernization,Easy,FRAMEWORK_ARCHITECTURE,Parallel execution,Retail,Automation Architect,enterprise modernization,"Design, code or whiteboard a easy solution involving Parallel execution for Retail enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,parallel-execution,retail,automation-architect"
FRA-00715,TestNG assessment for Life Sciences API-first transformation,Medium,FRAMEWORK_ARCHITECTURE,TestNG,Life Sciences,SDET,API-first transformation,"Design, code or whiteboard a medium solution involving TestNG for Life Sciences API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,life-sciences,sdet"
FRA-00716,Reporting assessment for SaaS data platform migration,Medium,FRAMEWORK_ARCHITECTURE,Reporting,SaaS,QA Practice Lead,data platform migration,"Design, code or whiteboard a medium solution involving Reporting for SaaS data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,saas,qa-practice-lead"
FRA-00717,Reporting assessment for Healthcare Payer test automation modernization,Expert,FRAMEWORK_ARCHITECTURE,Reporting,Healthcare Payer,Data QA Engineer,test automation modernization,"Design, code or whiteboard a expert solution involving Reporting for Healthcare Payer test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,reporting,healthcare-payer,data-qa-engineer"
FRA-00718,Cucumber assessment for Insurance cloud migration,Medium,FRAMEWORK_ARCHITECTURE,Cucumber,Insurance,SDET,cloud migration,"Design, code or whiteboard a medium solution involving Cucumber for Insurance cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,insurance,sdet"
FRA-00719,TestNG assessment for Insurance observability and production readiness,Medium,FRAMEWORK_ARCHITECTURE,TestNG,Insurance,SDET,observability and production readiness,"Design, code or whiteboard a medium solution involving TestNG for Insurance observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,testng,insurance,sdet"
FRA-00720,Cucumber assessment for Healthcare Payer data platform migration,Easy,FRAMEWORK_ARCHITECTURE,Cucumber,Healthcare Payer,QE Architect,data platform migration,"Design, code or whiteboard a easy solution involving Cucumber for Healthcare Payer data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","framework-architecture,cucumber,healthcare-payer,qe-architect"
CI_-00721,Build validation assessment for Banking regulatory reporting modernization,Hard,CI_CD_DEVOPS,Build validation,Banking,QE Architect,regulatory reporting modernization,"Design, code or whiteboard a hard solution involving Build validation for Banking regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,banking,qe-architect"
CI_-00722,GitLab assessment for SaaS regulatory reporting modernization,Easy,CI_CD_DEVOPS,GitLab,SaaS,Data QA Engineer,regulatory reporting modernization,"Design, code or whiteboard a easy solution involving GitLab for SaaS regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,saas,data-qa-engineer"
CI_-00723,GitLab assessment for Insurance data platform migration,Easy,CI_CD_DEVOPS,GitLab,Insurance,QE Architect,data platform migration,"Design, code or whiteboard a easy solution involving GitLab for Insurance data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,insurance,qe-architect"
CI_-00724,Quality gates assessment for Cloud Modernization data platform migration,Medium,CI_CD_DEVOPS,Quality gates,Cloud Modernization,QA Practice Lead,data platform migration,"Design, code or whiteboard a medium solution involving Quality gates for Cloud Modernization data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,quality-gates,cloud-modernization,qa-practice-lead"
CI_-00725,Quality gates assessment for Banking cloud migration,Hard,CI_CD_DEVOPS,Quality gates,Banking,Test Manager,cloud migration,"Design, code or whiteboard a hard solution involving Quality gates for Banking cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,quality-gates,banking,test-manager"
CI_-00726,GitLab assessment for Data Engineering test automation modernization,Easy,CI_CD_DEVOPS,GitLab,Data Engineering,Lead Quality Engineer,test automation modernization,"Design, code or whiteboard a easy solution involving GitLab for Data Engineering test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,data-engineering,lead-quality-engineer"
CI_-00727,Jenkins assessment for Supply Chain regulatory reporting modernization,Medium,CI_CD_DEVOPS,Jenkins,Supply Chain,Lead Quality Engineer,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Jenkins for Supply Chain regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,jenkins,supply-chain,lead-quality-engineer"
CI_-00728,GitLab assessment for SaaS test automation modernization,Hard,CI_CD_DEVOPS,GitLab,SaaS,QE Architect,test automation modernization,"Design, code or whiteboard a hard solution involving GitLab for SaaS test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,saas,qe-architect"
CI_-00729,Quality gates assessment for SaaS cloud migration,Easy,CI_CD_DEVOPS,Quality gates,SaaS,QA Practice Lead,cloud migration,"Design, code or whiteboard a easy solution involving Quality gates for SaaS cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,quality-gates,saas,qa-practice-lead"
CI_-00730,Jenkins assessment for Life Sciences regulatory reporting modernization,Easy,CI_CD_DEVOPS,Jenkins,Life Sciences,Automation Architect,regulatory reporting modernization,"Design, code or whiteboard a easy solution involving Jenkins for Life Sciences regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,jenkins,life-sciences,automation-architect"
CI_-00731,Quality gates assessment for Supply Chain observability and production readiness,Hard,CI_CD_DEVOPS,Quality gates,Supply Chain,Data QA Engineer,observability and production readiness,"Design, code or whiteboard a hard solution involving Quality gates for Supply Chain observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,quality-gates,supply-chain,data-qa-engineer"
CI_-00732,Quality gates assessment for Supply Chain observability and production readiness,Easy,CI_CD_DEVOPS,Quality gates,Supply Chain,Lead Quality Engineer,observability and production readiness,"Design, code or whiteboard a easy solution involving Quality gates for Supply Chain observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,quality-gates,supply-chain,lead-quality-engineer"
CI_-00733,GitHub Actions assessment for Healthcare Payer regulatory reporting modernization,Medium,CI_CD_DEVOPS,GitHub Actions,Healthcare Payer,QE Architect,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving GitHub Actions for Healthcare Payer regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,healthcare-payer,qe-architect"
CI_-00734,Quality gates assessment for Banking data platform migration,Easy,CI_CD_DEVOPS,Quality gates,Banking,QA Practice Lead,data platform migration,"Design, code or whiteboard a easy solution involving Quality gates for Banking data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,quality-gates,banking,qa-practice-lead"
CI_-00735,Jenkins assessment for Banking cloud migration,Easy,CI_CD_DEVOPS,Jenkins,Banking,QE Architect,cloud migration,"Design, code or whiteboard a easy solution involving Jenkins for Banking cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,jenkins,banking,qe-architect"
CI_-00736,Build validation assessment for Healthcare Payer test automation modernization,Easy,CI_CD_DEVOPS,Build validation,Healthcare Payer,Data QA Engineer,test automation modernization,"Design, code or whiteboard a easy solution involving Build validation for Healthcare Payer test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,healthcare-payer,data-qa-engineer"
CI_-00737,GitHub Actions assessment for Banking test automation modernization,Medium,CI_CD_DEVOPS,GitHub Actions,Banking,Lead Quality Engineer,test automation modernization,"Design, code or whiteboard a medium solution involving GitHub Actions for Banking test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,banking,lead-quality-engineer"
CI_-00738,Quality gates assessment for Cloud Modernization API-first transformation,Medium,CI_CD_DEVOPS,Quality gates,Cloud Modernization,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a medium solution involving Quality gates for Cloud Modernization API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,quality-gates,cloud-modernization,lead-quality-engineer"
CI_-00739,Build validation assessment for SaaS API-first transformation,Easy,CI_CD_DEVOPS,Build validation,SaaS,Automation Architect,API-first transformation,"Design, code or whiteboard a easy solution involving Build validation for SaaS API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,saas,automation-architect"
CI_-00740,Build validation assessment for Insurance test automation modernization,Medium,CI_CD_DEVOPS,Build validation,Insurance,QA Practice Lead,test automation modernization,"Design, code or whiteboard a medium solution involving Build validation for Insurance test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,insurance,qa-practice-lead"
CI_-00741,Jenkins assessment for Life Sciences test automation modernization,Medium,CI_CD_DEVOPS,Jenkins,Life Sciences,Data QA Engineer,test automation modernization,"Design, code or whiteboard a medium solution involving Jenkins for Life Sciences test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,jenkins,life-sciences,data-qa-engineer"
CI_-00742,GitLab assessment for Life Sciences observability and production readiness,Medium,CI_CD_DEVOPS,GitLab,Life Sciences,SDET,observability and production readiness,"Design, code or whiteboard a medium solution involving GitLab for Life Sciences observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,life-sciences,sdet"
CI_-00743,GitLab assessment for Life Sciences data platform migration,Hard,CI_CD_DEVOPS,GitLab,Life Sciences,Lead Quality Engineer,data platform migration,"Design, code or whiteboard a hard solution involving GitLab for Life Sciences data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,life-sciences,lead-quality-engineer"
CI_-00744,Quality gates assessment for Data Engineering data platform migration,Easy,CI_CD_DEVOPS,Quality gates,Data Engineering,QE Architect,data platform migration,"Design, code or whiteboard a easy solution involving Quality gates for Data Engineering data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,quality-gates,data-engineering,qe-architect"
CI_-00745,GitLab assessment for SaaS API-first transformation,Easy,CI_CD_DEVOPS,GitLab,SaaS,QE Architect,API-first transformation,"Design, code or whiteboard a easy solution involving GitLab for SaaS API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,saas,qe-architect"
CI_-00746,GitHub Actions assessment for Retail CI/CD quality gate adoption,Easy,CI_CD_DEVOPS,GitHub Actions,Retail,QE Architect,CI/CD quality gate adoption,"Design, code or whiteboard a easy solution involving GitHub Actions for Retail CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,retail,qe-architect"
CI_-00747,Build validation assessment for SaaS test automation modernization,Easy,CI_CD_DEVOPS,Build validation,SaaS,Test Manager,test automation modernization,"Design, code or whiteboard a easy solution involving Build validation for SaaS test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,saas,test-manager"
CI_-00748,GitLab assessment for Healthcare Payer observability and production readiness,Easy,CI_CD_DEVOPS,GitLab,Healthcare Payer,Test Manager,observability and production readiness,"Design, code or whiteboard a easy solution involving GitLab for Healthcare Payer observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,healthcare-payer,test-manager"
CI_-00749,GitHub Actions assessment for Retail cloud migration,Easy,CI_CD_DEVOPS,GitHub Actions,Retail,SDET,cloud migration,"Design, code or whiteboard a easy solution involving GitHub Actions for Retail cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,retail,sdet"
